"weekday","hour","useragent","region","city","adexchange","domain","slotid","slotwidth","slotheight","slotvisibility","slotformat","slotprice","creative","keypage","click"
"6","17","windows_chrome","106","119","1","31SbGpuEMusmwMdxJFM6qxMzmw","mm_35016752_3501036_13026066","300","250","0","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"2","4","windows_chrome","216","236","1","5ceb487bfb22b3b148785c054bc8679e","mm_34618856_4222645_14374315","950","90","Na","Na","0","7333","null","0"
"5","14","windows_ie","124","125","3","dd4270481b753dde29898e27c7c03920","ALLINONE_F_Width1","1000","90","Na","Na","70","12633","null","0"
"4","11","windows_chrome","146","148","2","d6f0f26249ee81117dfecd2eabbbeae6","226470823","300","250","OtherView","Na","5","10722","null","0"
"1","21","windows_ie","164","167","3","31xSTvprdN1RFt","ALLINONE_F_Width2","1000","90","0","0","50","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"5","18","windows_ie","298","303","1","trqRTJkrXTq8wTK4wJB","mm_12990852_3067164_10274414","300","250","2","1","0","d881a6c788e76c2c27ed1ef04f119544","d29e59bf0f7f8243858b8183f14d4412","0"
"3","21","windows_ie","276","286","2","trqRTvpNXZB7gsz","1288596413","468","60","1","0","5","2f88fc9cf0141b5bbaf251cab07f4ce7","361e128affece850342293213691a043","0"
"0","1","windows_ie","216","221","1","436b78d2def8612a087ccddb04d22ff0","mm_10839307_2308336_9172779","300","250","FourthView","Na","0","7323","null","0"
"0","10","windows_ie","201","202","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"1","12","windows_ie","94","101","3","31xSTvprdN1RFt","ALLINONE_F_Width2","1000","90","0","0","50","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"4","18","windows_ie","374","375","2","trqRTuFJBT27Fgc","4846192","300","250","2","0","5","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"0","21","windows_ie","15","19","2","trqRTuMvjTN7X9KbuKz","1493268197","728","90","0","0","148","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"2","18","windows_ie","275","275","1","trqRTJLrP6js1m58uG","mm_14353398_2041247_11181698","728","90","0","1","0","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"4","7","windows_chrome","183","191","4","708a76252ae18380f446a8ebb57a9ab8","9223372032560994372","960","90","FirstView","Na","0","10717","null","0"
"3","11","windows_ie","368","372","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"1","22","windows_ie","27","32","1","DFpETJn8Penx1m54","mm_10941301_943789_11236963","728","90","0","1","0","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"4","10","windows_ie","80","85","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"5","0","windows_chrome","216","219","1","trqRTvFoMNF_wMpzUMpENpn","mm_20487286_2515318_9489603","300","250","1","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"5","19","windows_chrome","146","152","3","31xSTvprdN1RFt","Ent_F_Upright","300","250","0","0","50","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"6","18","windows_chrome","3","5","3","31xSTvprdN1RFt","ALLINONE_F_Width2","1000","90","0","0","50","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"6","13","windows_ie","298","301","2","trqRTu1JBNNvXOB4uSFK","3813055282","160","600","0","0","5","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"2","1","windows_ie","0","0","1","trqRTvurjZL7gspy","mm_10012196_2209563_9384173","728","90","1","1","0","7184c9560e68e977187e67e45a4f3198","0f951a030abdaedd733ee8d114ce2944","0"
"4","2","mac_safari","393","393","1","tAL-GpsYdN1RFt","mm_37225416_3485591_11376750","300","250","0","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"5","0","windows_ie","276","292","2","trqRTu1JBNNvXOB4uSFK","1997476788","336","280","2","0","5","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"0","10","windows_ie","124","129","2","null","2411201653","468","60","0","0","5","2f88fc9cf0141b5bbaf251cab07f4ce7","361e128affece850342293213691a043","0"
"4","16","windows_ie","146","148","1","lsxvGpuvjZqo1mKYUV","mm_30232185_2681382_11214910","360","300","0","1","0","6b9331e0f0dbbfef42c308333681f0a3","4f8e1c55abc204c2c8f1296dbc223af3","0"
"5","16","windows_chrome","201","202","2","DFpETuMYXxscFU","1493479142","728","90","2","0","5","4b724cd63dfb905ebcd54e64572c646d","b2e35064f3549d447edbbdfb1f707c8c","0"
"1","3","windows_ie","216","219","1","1c2f178338434428ef011e0b6e36855f","mm_44474956_4200453_13728625","336","280","Na","Na","0","7326","null","0"
"4","18","windows_ie","0","0","1","16076f675c38d669d66869a5dd41aba8","mm_10989163_978818_8968536","620","60","FirstView","Na","0","12625","null","0"
"1","20","windows_chrome","40","41","2","7b8672bca9b2f5a5723194b59665c2ee","1403670158","300","250","OtherView","Na","5","10722","null","0"
"5","12","windows_ie","275","275","2","Drz-txp0BNc7gspy","805988411","728","90","2","0","4","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"6","12","windows_ie","216","219","1","1c2f178338434428ef011e0b6e36855f","mm_44474956_4200453_13728625","336","280","Na","Na","0","7326","null","0"
"4","16","windows_ie","216","222","1","trqRTvFRLpscFU","mm_10027070_2459574_9659312","160","600","2","1","0","80a776343079ed94d424f4607b35fd39","aa4976c67db0f076c563a29f6697928b","0"
"6","18","windows_chrome","308","318","3","31drTvprdN1RFt","Edu_F_Rectangle","300","250","0","0","31","a499988a822facd86dd0e8e4ffef8532","bebefa5efe83beee17a3d245e7c5085b","0"
"6","17","windows_ie","15","20","1","trqRTvp8gIc7gspy","mm_33208362_3404787_11159869","160","600","2","1","0","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"1","15","windows_ie","0","0","1","1be135fefefc997744ccfbce966aef0d","mm_26632162_2469125_9418297","250","250","Na","Na","0","12620","null","0"
"2","16","windows_chrome","238","245","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"1","19","windows_ie","40","47","3","3043163ba84753b4b51dd3290caeae67","News_Width4","1000","90","Na","Na","50","10734","null","0"
"5","16","windows_chrome","124","125","1","trqRTJkrBoq7JsNr5SqfNX","mm_34022157_3445226_11175100","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"5","17","windows_ie","80","81","2","DSmreF9aBTN7gqKbuKz","3226700719","160","600","2","0","5","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"1","23","windows_ie","374","375","4","ffaa64dfd1839ba68abfb897e359261b","9223372032561070050","300","250","SecondView","Na","30","10722","null","0"
"0","20","windows_ie","374","381","1","trqRTJ27Pea7gspy","mm_34061467_3440569_11228047","300","250","0","1","0","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"5","19","windows_ie","124","127","1","trqRTvpogNlyDok4JKTI","mm_10032051_2374052_9433729","300","250","1","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"5","22","windows_ie","94","96","1","trqRTu9wQecs1m58uG","mm_10065060_874976_11214181","300","250","0","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"0","17","windows_chrome","3","8","3","3FF-e59aG5syJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"0","2","windows_ie","238","246","1","462ad83952abcecd027bbe287cac7ec","mm_34022157_3453867_14292104","640","90","Na","Na","0","12626","null","0"
"0","17","windows_ie","146","149","2","trqRTv50BoL7gspy","3861965529","336","280","2","0","5","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"0","0","windows_ie","80","80","1","tFKETuqyMo1mjMp45SqfNX","mm_11402872_1272384_11256666","300","250","1","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"6","9","windows_ie","27","37","2","trqRTv19XTdUJ9KbuKz","3762206271","160","600","2","0","5","6fb071c11134e5078c1184ef1370a110","0f951a030abdaedd733ee8d114ce2944","0"
"4","14","windows_ie","146","149","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"3","18","windows_ie","276","277","2","DFpETvNoMTN7X9KbuKz","1782138332","336","280","2","0","5","ff5123fb9333ca095034c62fdaaf51aa","361e128affece850342293213691a043","0"
"6","20","windows_ie","80","88","3","3FF-e59aG5syJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"4","14","windows_chrome","40","41","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"5","19","windows_ie","1","1","2","trqRTuMyBq1mwMmmwFpRqxdi-i","1163651500","336","280","2","0","5","13606a7c541dcd9ca1948875a760bb31","d29e59bf0f7f8243858b8183f14d4412","0"
"6","20","windows_ie","276","286","1","trqRTJkrXTq8wTK4wJB","mm_12990852_3067164_10274414","300","250","2","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"1","22","windows_chrome","40","42","1","eA1XTupSMZq81YT9UDaWvpdh","mm_15191080_2147689_9068851","300","250","0","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"4","16","windows_chrome","201","206","2","adf2a07e81fd1c55205de67c326424f8","2754779263","728","90","OtherView","Na","5","12627","null","0"
"4","15","android_safari","3","4",,"6e9c0e0bc0e584838ad187cad9852248","318719490","320","50","FirstView","Na","5","11908","null","0"
"0","15","windows_chrome","275","275","2","trqRTuMvjTN7X9KbuKz","3692962153","728","90","0","0","103","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"3","16","windows_ie","80","92","3","3FKElpuEMusyJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"1","9","windows_ie","65","71","1","trqRTJkrBoq7JsNr5SqfNX","mm_34022157_3445226_11175100","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"6","15","windows_ie","333","334","3","eb6cf22883534275b3c9b6af2307e28d","ALLINONE_F_Width1","1000","90","Na","Na","70","12633","null","0"
"3","18","windows_chrome","15","23","1","lsxvGpuvjZqo1mKYUV","mm_30232185_2681382_11214910","360","300","0","1","0","16ff51916f0c796ec72eefc633c4a8ed","0f951a030abdaedd733ee8d114ce2944","0"
"6","15","windows_ie","216","233","1","9f7914457bb1be2b38ab600b95de7351","mm_10841528_872075_9014410","300","100","Na","Na","0","7322","null","0"
"0","8","android_safari","146","151",,"null","1","320","50","FirstView","Na","6","12987","null","0"
"0","20","windows_ie","276","281","2","eYz-te5odN1c","1093622673","468","60","2","0","5","612599432d200b093719dd1f372f7a30","bebefa5efe83beee17a3d245e7c5085b","0"
"4","3","windows_ie","216","217","1","51F-l19YBqq4gsz4JKTI","mm_10024662_3445902_11178361","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"6","19","windows_chrome","79","79","1","trqRTuMyQqNswMz4JKTI","mm_34022157_3453867_11223634","300","250","2","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"2","13","windows_chrome","124","129","2","null","813279298","336","280","2","0","5","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"5","18","windows_ie","80","84","1","trqRTuxoMTMIFYk4JKTI","mm_33642060_3423470_11088968","300","250","2","1","0","d881a6c788e76c2c27ed1ef04f119544","d29e59bf0f7f8243858b8183f14d4412","0"
"4","20","windows_ie","216","221","1","6OkxTuuxOeBs1m58uG","mm_12761813_1803788_9079497","300","250","2","1","0","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"0","16","windows_ie","94","95","2","349eab0d248b7e6be53c508cb8a303d","1818668258","728","90","OtherView","Na","5","12627","null","0"
"6","17","mac_safari","164","165","1","7847180282da9893408d86ecf0ebe3d7","mm_10941301_1388060_13218853","950","90","Na","Na","0","12628","null","0"
"4","13","windows_chrome","40","42","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"6","0","windows_chrome","80","85","2","trqRTu1EXT24FdphuSNrqxMzmw","3718883965","160","600","1","0","5","80a776343079ed94d424f4607b35fd39","aa4976c67db0f076c563a29f6697928b","0"
"0","19","windows_chrome","374","376","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"5","23","windows_ie","146","159","3","DDTSQuf0MTTNaqKIvMpENpn","Astro_F_Rectangle","300","250","0","0","10","a499988a822facd86dd0e8e4ffef8532","bebefa5efe83beee17a3d245e7c5085b","0"
"1","22","windows_ie","40","41","1","20fc675468712705dbf5d3eda94126da","mm_10982364_973726_8930541","300","250","FourthView","Na","0","10722","null","0"
"0","20","windows_chrome","80","82","1","trqRTu1YP5scFsf","mm_10075660_3500949_11453278","950","90","0","1","0","fa8f0532dd5144b5fa748459e8d90b49","0f951a030abdaedd733ee8d114ce2944","0"
"0","9","windows_ie","333","334","3","dd4270481b753dde29898e27c7c03920","Ent_F_Width1","1000","90","Na","Na","70","12633","null","0"
"5","2","windows_chrome","2","2","2","DF9blS9bQqsIFYB4uA5R","2930238611","336","280","2","0","5","ff5123fb9333ca095034c62fdaaf51aa","361e128affece850342293213691a043","0"
"0","12","android_safari","94","97",,"null","1","320","50","FirstView","Na","23","12987","null","0"
"5","19","windows_ie","183","187","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","ff5123fb9333ca095034c62fdaaf51aa","361e128affece850342293213691a043","0"
"2","16","windows_chrome","65","67","3","dd4270481b753dde29898e27c7c03920","Ent_Pic_Width2","1000","90","Na","Na","10","10734","null","0"
"4","13","windows_ie","164","165","1","trqRTvFRLpscFU","mm_10027070_2459574_9659312","160","600","2","1","0","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"6","17","windows_chrome","164","167","3","DD1SqS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"3","0","windows_ie","80","85","1","51F-lD2SOeL7whM7aMpENpn","mm_13210812_3478214_11398254","300","250","0","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"6","8","windows_chrome","216","234","1","20fc675468712705dbf5d3eda94126da","mm_10982364_973726_8930541","300","250","FourthView","Na","0","7323","null","0"
"0","21","windows_chrome","164","165","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"0","4","windows_ie","276","286","3","369fbd5dd0636d8b3e8199bf027854b1","discuz_18316225_005","728","90","Na","Na","20","12627","null","0"
"4","12","windows_chrome","276","281","2","trqRTuMvjTN7X9KbuKz","3195670606","728","90","0","0","59","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"6","23","windows_chrome","3","5","2","trqRTJz7OykI1m58uG","1055023138","728","90","2","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"4","14","windows_ie","183","185","2","trqRTJkrjouf1mKYUV","2170282739","728","90","2","0","5","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"6","10","windows_chrome","124","129","2","trqRTJk4GZb7gspy","3575447055","468","60","1","0","5","266f17dcc3a2280172a48fec62be7d02","d41d8cd98f00b204e9800998ecf8427e","0"
"2","1","windows_chrome","134","138","2","trqRTvKaXTKfgg24JKTI","2015392487","200","200","1","0","5","82f125e356439d73902ae85e2be96777","361e128affece850342293213691a043","0"
"0","2","windows_ie","216","230","1","704bdbbb6839e6bd83b7148ff8a0747b","mm_15191080_2147689_8764813","250","250","ThirdView","Na","0","7321","null","0"
"0","10","windows_ie","27","29","2","trqRTvqNBQpmFh24JKTI","3653076188","468","60","2","0","5","2f88fc9cf0141b5bbaf251cab07f4ce7","361e128affece850342293213691a043","0"
"1","22","windows_ie","201","203","2","trqRTJkIXTz7gspy","3198652800","160","600","2","0","5","dba9860463419dcd6c1b0152dfe7314c","d29e59bf0f7f8243858b8183f14d4412","0"
"5","0","windows_ie","146","148","4","d70f7c08a4e3745f8627cb81609c9001","9223372032561104282","300","250","SecondView","Na","0","10722","null","0"
"5","19","mac_safari","0","0","3","31drTvprdN1RFt","Edu_F_Rectangle","300","250","0","0","31","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"3","13","windows_chrome","164","167","2","b03002536cf6ab9d957c28bf433caef2","2650846210","300","250","FirstView","Na","4","10722","null","0"
"2","13","windows_ie","65","73","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"4","0","windows_ie","216","233","1","trqRTvdyQ9TYwdmourmyvFTRmT2","mm_12484699_1644473_11293210","728","90","0","1","0","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"4","19","windows_chrome","201","202","3","31xSTvprdN1RFt","Ent_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"3","15","windows_ie","124","125","1","5OC-q5uvgN171m58uG","mm_10024662_3445902_11178374","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"6","15","windows_ie","164","177","1","51FNTudNBqsvjMmfvspENpn","mm_10012236_2810451_9855498","300","250","0","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"2","5","mac_other","0","0","4","674e0cd7ada7488f0a517a0b0e588bf3","9223372032559973936","960","90","FirstView","Na","0","10717","null","0"
"3","18","windows_ie","374","386","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","ff5123fb9333ca095034c62fdaaf51aa","361e128affece850342293213691a043","0"
"3","0","windows_chrome","80","89","1","eA1XTupSMZq81YT9UDaWvpdh","mm_15191080_2147689_9068851","300","250","0","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"6","10","windows_chrome","183","184","2","trqRTvKoMvqY1m58uG","181558406","300","250","2","0","5","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"1","13","windows_other","308","309","1","abf71afb253e42ed5ccd7ccccdcb4d00","mm_10024662_3445902_11178345","336","280","SecondView","Na","0","12623","null","0"
"6","18","windows_ie","216","217","2","3d68edb4b8f5bba8bea6782e33c8e228","3844656199","250","250","OtherView","Na","5","7321","null","0"
"5","12","windows_chrome","124","133","2","DFpETuFygZl7gspy","994272364","728","90","2","0","31","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"3","20","windows_ie","134","142","2","6OnEtup0gxscFU","986810649","160","600","1","0","5","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"1","22","windows_ie","183","194","4","51bd24c0cdd8d076b44125eb461eb457","9223372032560881844","960","90","FirstView","Na","30","10717","null","0"
"0","22","windows_chrome","94","95","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"3","22","windows_chrome","1","1","2","null","1506458285","160","600","2","0","5","6fb071c11134e5078c1184ef1370a110","0f951a030abdaedd733ee8d114ce2944","0"
"3","0","windows_ie","0","0","4","a1fa56085052361b2840cf552235ec8d","9223372032560926738","960","90","FirstView","Na","0","10717","null","0"
"2","3","windows_ie","0","0","3","648c549d86e531148950edb3d4cae5c7","discuz_18316225_006","728","90","Na","Na","20","10719","null","0"
"6","18","windows_chrome","40","52","1","trqRTJkrXTq8wTK4wJB","mm_12990852_3067164_10344354","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"4","18","android_safari","94","97",,"6e9c0e0bc0e584838ad187cad9852248","4000203781","320","50","FirstView","Na","5","11908","null","0"
"0","15","windows_chrome","183","184","3","3SKoteC0gQ27gspy","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"2","20","windows_chrome","106","107","1","kSN-l5xvGTNv1mxouS9YNxu2Ypd8SdC","mm_31002104_3232316_10605929","300","250","2","1","0","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"0","21","windows_ie","3","12","3","3FF-e59aG5syJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"5","15","windows_ie","164","178","2","tKFJeun0BouoXOl4JKTI","1120607322","200","200","1","0","5","23485fcd23122d755d38f8c89d46ca56","7e0e909ea89f707bc20f9585c9072081","0"
"5","12","windows_ie","106","107","2","tF9vexk0BZqxwqKbuKz","3807440656","300","250","2","0","24","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"2","9","windows_ie","216","219","2","f5b6fd547af726fd8293494038b09cd1","2211789201","468","60","FirstView","Na","5","7328","null","0"
"5","19","windows_chrome","94","100","2","trqRTuN-XIuc1mKYUV","3464231742","200","200","0","0","16","7eb0065067225fa5f511f7ffb9895f24","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","4","windows_chrome","216","217","3","DD1SqS9rg5scFsf","Auto_F_Rectangle","300","250","0","0","50","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"0","0","windows_ie","80","86","1","trqRTvpogNlyDok4JKTI","mm_10032051_2374052_9214603","300","250","0","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"4","1","windows_chrome","40","53","1","trqRTvpWM9so1m5b","mm_10009936_105923_10950458","300","250","2","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"6","15","windows_ie","183","186","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"4","1","windows_chrome","201","211","3","trqRTud7jQ19gM9WJFMyNKTRm7","discuz_8810998_008","960","90","0","0","20","011c1a3d4d3f089a54f9b70a4c0a6eb3","43f4a37f42a7c5e6219e2601b26c6976","0"
"3","15","windows_ie","164","165","2","trqRTJz7OykI1m58uG","1055023138","728","90","2","0","5","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"4","13","windows_ie","276","289","2","trqRTuTJBqSo1m58uG","2575460527","300","250","0","0","4","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"0","12","windows_other","216","224","2","736b664a908f401bfad1fd2f859c8636","3200272529","200","200","OtherView","Na","23","7319","null","0"
"3","23","windows_chrome","1","1","1","trqRTJjrXqf7FmMs","mm_13991432_2298120_9467354","336","280","0","1","0","f49541b4e0999d0c934ee3eea142a60e","0f951a030abdaedd733ee8d114ce2944","0"
"4","18","windows_chrome","0","0","1","8e115262c53399903ca6869c57927ba6","mm_47270904_4248807_14418983","950","90","Na","Na","0","10718","null","0"
"5","16","windows_chrome","146","149","3","3FKElpuEMusyJqKbuKz","Fashion_F_Rectangle","300","250","0","0","50","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","16","windows_ie","146","157","2","tKFJeun0BouoXOl4JKTI","2247403976","728","90","1","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"4","12","windows_chrome","183","187","1","null","mm_30232185_2681382_11340934","950","90","0","1","0","23d6dade7ed21cea308205b37594003e","b2e35064f3549d447edbbdfb1f707c8c","0"
"2","15","windows_chrome","124","126","1","trqRTJkrXTq8wTK4wJB","mm_12990852_3067164_10274414","300","250","2","1","0","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"6","19","windows_ie","216","235","1","5197l55wMIa7gmd8wSFWUKT_-oa","mm_13087935_2078460_8374314","300","250","1","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"5","18","windows_ie","124","129","1","5AB-eujydN1RFt","mm_10034006_3492643_11416234","300","250","0","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"5","16","windows_ie","55","62","2","trqRTuTJBqSo1m58uG","2162102183","468","60","0","0","4","2f88fc9cf0141b5bbaf251cab07f4ce7","361e128affece850342293213691a043","0"
"0","10","windows_ie","80","82","2","DFpETuFygZl7gspy","3721625973","250","250","2","0","39","8dff45ed862a740986dbe688aafee7e5","15b749127478946f161a54dc0dad27c8","0"
"6","7","windows_ie","164","165","1","319534ae275befef5a5a359720872877","mm_26632241_3327350_10805759","300","250","FirstView","Na","0","12622","null","0"
"3","11","windows_ie","2","2","1","trqRTJkrBoq7JsNr5SqfNX","mm_34022157_3445226_11175100","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"6","0","windows_ie","216","227","2","13625cb070ffb306b425cd803c4b7ab4","1624756681","300","250","OtherView","Na","177","7323","null","0"
"3","14","windows_ie","27","37","1","5On-q5uvgN171m58uG","mm_10024662_3445902_11178359","336","280","2","1","0","f49541b4e0999d0c934ee3eea142a60e","0f951a030abdaedd733ee8d114ce2944","0"
"3","0","windows_chrome","15","17","1","null","mm_10027070_118039_9659846","728","90","2","1","0","80446133fda50388678789e3ebd9fdb1","d29e59bf0f7f8243858b8183f14d4412","0"
"3","14","windows_ie","368","371","3","3FF-e59aG5syJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
